Poste date,Title,Location,Company,Job type,Job description
PostedPosted 30+ days ago,Ingénieur support,Tanger,Sendatrack,,"Entreprise
Senda Track est une entreprise technologique,innovatrice dans le domaine de la technologie, l’information et la communication, nous vous apportons, avec notre marque Senda Track, la solution N° 1 leader sur le marché de géolocalisation GPS en temps réel pour le suivi et contrôle de flottes de vos véhicules (consommation, entretien , conducteur, coûts, sinistres…).
Poste
Nous sommes une société technologique spécialisée en géolocalisation.; nous cherchons un ingénieur support technique fraichement diplômé.
Tache:
Traiter les réclamations clients et gérer les indicateurs de performances.
Assurer la conformité des installations par rapport au cahier des charges.
Identifier et analyser les problèmes qualité et proposer des actions correctives.
Diffuser les bonnes pratiques d’installation et effectuer des audits internes.
Mise en place et diffusion des méthodes de travail.
gestion et suivi des tests de validation.
Profil
Bac+5 en ingénierie informatique
Fraichement diplomé"
PostedPosted 30+ days ago,Back end software engineer,Casablanca,Cbrobotics,,"Entreprise
Cbrobotics est une entreprise marocaine oeuvrant dans la robotique et l’intelligence artificielle. C’est une start-up a très fort potentiel ayant déjà débloqué des fonds d’investissements de mastodontes de l’AI aux Etats-Unis.
Poste
Le back end software engineer aura les tâches suivantes :
Participer aux brainstorming et à l’élaboration d’idées au niveau des algorythmes et technologies.
Analyset des datas et assurer la maintenance et la résolutions d’erreurs.
Très bonne expérience en Python
Docker Linux Kubernets Docker Compose Experience with Flask Gunicorn et Nginx
Profil
Bac plus 5 idéalement de formation ingénieur en informatique avec une spécialité en développement informatique."
PostedPosted 30+ days ago,Ingénieur QA Confirmé / Sénior (F/H),Casablanca,Viseo,Permanent,"Vous êtes curieux et aimez chercher la petite bête ?
Vous êtes rigoureux mais pas psychorigide ?
Vous savez vous adapter à l'autre pour communiquer avec souplesse et diplomatie ?

Au sein de VISEO nous recherchons un Ingénieur QA F/H pour intervenir sur nos projets et contribuer au développement de notre Practice Product Design.
VISEO organise et sponsorise de nombreux événements techniques en interne et en externe : MixIT, Webinar, TechAnHour, Snowcamp,... Participer à ces évènements est pour nous un moyen d’animer la communauté et de conserver un haut niveau d’expertise.
Nos partenariats avec des acteurs majeurs du monde digital nous permettent de nous former sur différents supports et d’accompagner nos collaborateurs à passer des certifications.
Selon vos aspirations et vos souhaits, nous vous mettrons les projets et formations nécessaires pour atteindre vos objectifs de carrière.

Vos missions :
Définir une stratégie de test
Aider à la rédaction des spécifications (users stories) et des critères d’acceptance en apportant votre regard critique
Participer au développement du produit en assurant sa qualité et sa conformité par rapport à l’attendu
Rédiger, implémenter et exécuter les scénarios de tests automatisés ou manuels à différents niveaux : Tests fonctionnels, UI/IHM, API, tests de performance/charge, tests de non-régression…
Interagir avec la communauté QA pour partager vos connaissances et vos idées.

Votre profil :
Vous êtes diplômé d’une formation Bac+5 en informatique.
Vous justifiez d'au moins 3 ans d’expérience.
Vous êtes familier aux langages de développement tels que Java, .Net, Javascript, SQL …
Vous maitrisez des outils d’automatisation tels que Selenium, Cypress, Cucumber/Gherkin, Robot Framework, Katalon … Et aussi, des outils de gestion : Jira, Azure DevOps, Git …
Vous connaissez les bienfaits de l’agilité (SCRUM, XP, KANBAN…) dans votre métier.
Le domaine du test vous passionne et vous vous y intéressez en participant à des évènements techniques.

Intégrer notre pôle QA au quotidien, ça veut dire quoi ?
Vous ferez partie de la communauté QA : la proximité et la taille humaine de notre organisation vous permettront de rendre visible vos initiatives et d’évoquer facilement vos projets. En parallèle, le dynamisme de l’entreprise et sa croissance perpétuelle multiplieront vos opportunités d’évolution.
Vous bénéficierez d’un management de proximité par votre mentor tout au long de votre parcours chez VISEO : Votre mentor, consultant expérimenté de votre practice, viendra régulièrement échanger avec vous sur les challenges de votre mission, faire chaque semestre le bilan de vos réalisations et évoquer vos ambitions futures et les moyens de les réaliser.
Vous disposerez de multiples moyens pour monter en compétences et découvrir de nouveaux domaines : formations, certifications, ateliers, meet-ups, rencontre d’experts, séminaires techniques…"
PostedPosted 30+ days ago,Ingénieur Java FullStack,Région de Casablanca-Settat,Xpertize.MA,,"Client :
Notre partenaire est un leader technologique mondial.
Description :
Missions du poste :
Conception, développement et maintenance d'applications Web en utilisant #Java et/ou #React.js.
Collaborer avec les membres de l'équipe pour concevoir et développer des fonctionnalités clés.
Participer à la planification et à la réalisation de projets dans les délais impartis.
Résoudre les problèmes techniques liés aux applications Web existantes.
Participer à la revue de code et aux tests pour assurer la qualité et la fiabilité des applications.
Documenter le code et les processus pour faciliter la maintenance et le développement futur.
Assurer une veille technologique pour être à jour avec les dernières tendances et technologies.
Profil recherché :
Diplôme universitaire en informatique, génie logiciel ou équivalent.
Au moins 2 ans d'expérience en développement #Java et #React.js.
Connaissance des frameworks #Spring et #Hibernate.
Bonne connaissance de #HTML, #CSS et #JavaScript.
Solides compétences en résolution de problèmes et en débogage.
Capacité à travailler en équipe et à collaborer avec des membres de différentes disciplines.
Capacité à travailler dans un environnement agile avec des délais serrés.
Bonne communication et compétences interpersonnelles.
Bonne maîtrise de l'#anglais_technique."
PostedPosted 30+ days ago,Chef de Projet Référentiel Tiers (REF04),Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'une banque internationale basée à Casablanca, un Chef de Projet Référentiel Tiers.
Principales Missions:
Recueillir et analyser les besoins des interlocuteurs métiers.
Assurer l’interface avec l’intégrateur, le métier et les différentes parties prenantes du projet.
Conception fonctionnelle.
Préparer, planifier, exécuter et suivre les campagnes de recette.
Suivi et production de l’ensemble de la documentation projet relative à son périmètre.
Profil Recherché:

Ingénieur (BAC+ ou plus) en informatique.
Minimum 10 ans d’expérience bancaire.
Maîtrise d’ouvrage et assistance à maitrise d’ouvrage.
Bonne connaissance des solutions de type Référentiel Tiers.
Bonne connaissance de la modélisation des données.
Expérience probante dans les projets de mise en place de Référentiels.
Bonne connaissance dans la gestion de projet et maîtrise des méthodologies projets.
Expertise technico-fonctionnelle.
Expertise solide dans la préparation, le suivi et l’exécution des campagnes de recette.
Bonnes connaissances dans la conduite du changement.
Gestion de la relation projet avec les différents acteurs projet internes et externes, ainsi que Coordination entre les différents acteurs du projet.
Connaissances informatiques transversales: Bases de données; développements; réseau; système; nouvelles technologies; ...
Type de contrat: Freelance

Durée de la mission: 3 mois renouvelables (Projet sur 1 année minimum)
Lieu de la mission: Casablanca"
PostedPosted 30+ days ago,Ingénieurs de Production Bancaire (REF03),Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'une filiale d'une banque internationale, basée à Casablanca, des Ingénieurs de Production Bancaire.
Activités Principales:
Traiter les incidents et les alertes techniques sur les environnements de production et d’homologation
Rétablir le service en menant les analyses et actions de remédiation adéquates
Aider le centre de pilotage et les équipes de proximité dans la résolution des incidents.
Mettre à jour la documentation à la suite de la résolution d’un incident.
Assurer la communication à la fin d’un incident auprès des différentes équipes du support.
Proposer des solutions d’amélioration continue pour réduire les incidents et les appels d’astreinte.
Préparer et réaliser les changements (MEH, MEP, opérations techniques)
Évaluer techniquement (impact, respect des normes et contraintes) les demandes de changement.
Prise en charge des Installations des Certificats Produits
Organisation et Prise en charge des Changes Complexes et /ou HNO selon le roulement établis.
Évaluer techniquement (impact, respect des normes et contraintes) et réaliser les demandes de service.
Développer des scripts pour automatiser les tâches répétitives
Installation et configuration des applications en suivant les procédures fournies par la ME et/ou l’éditeur
Mise en place des outils l’exploitation : supervision, sauvegarde, scripts A/R……)
Rédiger les documents d’exploitation (DEX, Consignes, procédures N1)
Profil recherché:

De formation BAC+5 en Informatique
Une expérience significative d’au moins 5 ans dans un poste similaire en production informatique ou autant qu’ingénieur système
Vous maitrisez les processus d’intégration technique et la gestion de l’opérationnel.
Compétences Techniques & Métier:

Administration système AIX, RedHat et Windows.
Scripting shell Unix et Windows.
Outils de stockage et sauvegarde comme TSM.
Ordonnancement de préférence Control-M.
Outil de transfert : CFT, Gateway, SFTP.
Bases de données et compétence DBA en Oracle, Informix et SQL Server
Anglais indispensable.
Type de contrat: Freelance
Durée de la mission: 3 mois renouvelables (Projet sur minimum 1 année)
Lieu: Casablanca"
PostedPosted 30+ days ago,"Développeur angular, .net core, asp.net",Casablanca,INVOLYS,Permanent,"POSTE :vous aurez pour missions :Ÿ Participer au développement des applications, modules et composants dans le respect des délais, des normes de développement et des bonnes pratiques en vigueur au sein de l’entreprise ;Ÿ Assurer une assistance technique aux clients internes et externes ;PROFIL RECHERCHÉ :Vous êtes Ingénieurs de Grandes Ecoles ou équivalent. Vous justifiez d'une expérience de 2 à 6 années d’expérience dans le développement d’applications informatiques, vous maîtrisez une ou plusieurs des technologies suivantes : Angular, .Net Core, ASP.Net, REST, les SGBD SQL Server et ORACLE.Vous êtes passionné, curieux et aimez les défis technologiques. Vous portez en vous des qualités techniques associées à un fort dynamisme, un relationnel favorisant la communication et la synergie d’équipe, le tout animé par le sens du service et la satisfaction client (interne et externe).Vous êtes particulièrement sensibles à la dimension qualité et respect des normes.
Domaine : Informatique / Multimédia / Internet
Fonction : Informatique - Développement
Contrat : CDI
Entreprise : INVOLYS
Salaire : A discuter
Niveau d'études : Bac plus 5"
PostedPosted 30+ days ago,Développeur Frontend - Freelance (REF X),Casablanca,Trusted Advisors,Freelance contract,"Nous recherchons pour le compte d'une multinationale spécialisée en intégration et infogérance, un Développeur Frontend pour une mission en freelance de longue durée.
Profil recherché: Ingénieur en Informatique de formation (ou équivalent), vous justifiez d'une expérience minimale de 5 ans dans un poste similaire.
Compétences techniques :
Maitrise de VueJs
Maitrise de NuxtJs (ou un framework équivalent comme NextJs…Etc)
Parfaite connaissance et maitrise des prérequis FRONT : Javascript, Typescripts, SCSS….etc
Avec un très bon niveau en anglais
Aptitudes:
Engagement
Solidarité, Audace et Curiosité
Rigueur et Pragmatisme
Méthode et analyse
Autonomie
Type de contrat: Freelance
Durée de la Mission : 3 mois renouvelables ( visibilité du projet sur 1 année minimum )
Lieu : Casablanca"
PostedPosted 30+ days ago,Data Analyst / Recovery,Rabat,ALTEN,Permanent,"Description de l'entreprise

ALTEN MAROC filiale du leader mondial de l’Ingénierie et du Conseil en Technologies (ICT), avec 56 000 collaborateurs dans monde dont plus de 2200 au Maroc répartis sur quatre Centres d’Excellence à Fès, Rabat, Casablanca et Tétouan, accompagne ses clients en offrant des solutions d’ingénierie agiles et novatrices pour les grands donneurs d’ordre mondiaux dans les secteurs de l’automobile, l’aéronautique, les réseaux & télécoms et les Softwares & Outils.
Rejoindre ALTEN MAROC c'est bénéficier :
Des parcours professionnels diversifiés avec des opportunités de carrière, une mobilité interne, sectorielle, géographique et métiers.
Des formations certifiantes et diplômantes.
Des événements réguliers pour combiner bien être et performance.

Description du poste

Dans le cadre de la du centre de service dédié au support de la plateforme de véhicule connecté de Renault sur Azure. Alten recherche un Ingénieur Data recovery.
Son rôle sera le développement de solutions pour faciliter le rattrapage des différents véhicules impactés.

Tâches du Consultant :
Anticiper les plaintes clients et traiter les recovery en avance de phase.
Traiter les demandes de recovery afin de rattraper l'existant. (Véhicules impactés).
Assurer le recovery automatique et/ou manuel régulier tant que le correctif n'est pas déployé.
Analyse et développement de scripts pour automatiser les recovery.
Exécution et surveillance de recovery automatique (documentation)

Qualifications

Bac 5 en informatique

Informations supplémentaires

Compétences requises :
Très bon niveau en Python
Git/Gitlab
Linux (VM) : Bash/shell, VI
Maitrise du Sql
Avoir une solide compréhension de l’ETL
Spark, Databricks (important mais pas prioritaire)
Agile.
Jira, Confluence.
Bon anglais (écrit et parlé)"
PostedPosted 30+ days ago,Ingénieur automatisation Test HIL,Rabat,ALTEN,Permanent,"Description du poste

De formation Bac+5 en Système embarqué/électronique/informatique, vous disposez d’une expérience de plus d’une année dans la mise au point des bancs de test.
Vous avez des compétences en :
Python (Compétence fortement recherchée)
Connaissances en Banc de test HIL (DSpace ou labview)
Développement de l'environnement de test
Culture Automobile
Systèmes EE
Connaissance concernant AUTOSAR Et Matlab Simulink sera un atout.
Vous disposez de connaissances sur les fonctions automobiles ainsi que les architectures électroniques.
Vous appréciez le travail collaboratif, et disposez d'un bon niveau d'anglais afin d'assurer les échanges avec les clients et collaborateurs anglophones.
Une connaissance des outils informatiques temps réel (National Instruments, Dspace) est également un atout."
PostedPosted 30+ days ago,Développeurs JAVA J2E,Casablanca,CIH Bank,Permanent,"Date
11-08-2022
Direction
POLE DES SYSTEMES D'INFORMATION
Contrat
CDI
Localisation
Casablanca
Fonction
Ingénieur Etudes / Développement
Contexte du recrutement et définition de poste
Au sein de l'entité Pool Développement, vos missions consistent à:
Concevoir et développer des solutions adaptés au besoin,
Respecter les normes et standards de développement de la banque,
Concevoir et développer les tests unitaire et d'intégration,
Veiller à l'évolution de l'application et assure un support client,
Produire la documentation technique, le développement, la gestion et suivi des projets informatiques relatifs aux différents domaines de la banque.

Profil recherché
De formation supérieure en Informatique, avec une expérience d’au moins deux années en développement J2E.
La maitrise de JAVA/J2EE , EJB3 , SPRING , SPRING WEBFLOW , JBPM , REACT, ORACLE,WEBSPHERE,DOCKER est fort souhaitable.
soft skills: Rigueur, Communication, Esprit d'initiative"
PostedPosted 30+ days ago,CONSEILLER TECHNIQUE JUNIOR – ELEVAGE LAITIER (H/F),Province d'El Jadida,GIZ,,"Offre clôturée
GIZ
APERÇU FICHE RECRUTEUR
Type de contrat
Contrat Projet
nombre de poste
1
localisation
El Jadida
rémunération proposée
A communiquer plus tard
Métier
Coopération Internationale
PARTAGER CETTE ANNONCE SUR

PROFIL DEMANDÉ

Formation :
Ingénieur

Expériences :
De 2 à 3 ans
DESCRIPTION DE L'EMPLOI

La GIZ recrute un Conseiller Technique Junior – Elevage Laitier (H/F), pour le Projet « HLIB Bladi » en collaboration avec Danone.

Lieu d’affectation : El Jadida (usine Danone), avec des déplacements terrain constants dans les régions Doukkala, Tadla et Chaouia, zones de travail du projet.
Période de mise en œuvre du projet : du 1er novembre 2023 au 31 octobre 2025.

ATTRIBUTIONS :
Elaborer, en collaboration avec les technicien.nes d’encadrement, les programmes d’assistance technique au profit des éleveurs et des centres de collecte ;
Elaborer, en collaboration avec les technicien.nes d’encadrement, les plans d’action individualisés des éleveurs dans la zone de mise en œuvre ;
Mettre en œuvre toutes les actions terrain en collaboration avec l’équipe des technicien.nes déployé.es dans la région et en coordination avec la cheffe du projet ;
Veillez à la coordination entre toutes les parties : équipe projet, équipes Centrale Danone, consultants, etc… ;
Suivre l’évaluation des indicateurs de performance des centres de collecte et des éleveurs adhérents en développant, si nécessaire, les outils adéquats ;
Assurer le reporting régulier avec des comptes-rendus consolidés hebdomadaires et mensuels.

PROFIL RECHERCHE :
Diplôme d’ingénieur agronome spécialisé en zoologie / production animale
Maîtrise des pratiques zootechniques (élevage, santé animale, alimentation, reproduction) et des facteurs économiques (productivité, coût de production, ...)
Maîtrise des techniques d’élevage et de contrôle qualité
Maitrise des techniques de vulgarisation auprès d’éleveurs/agriculteurs ;
Des expériences ou connaissances supplémentaires en matière de développement régional ou rural, de renforcement des capacités et de formation, et une première expérience dans un projet de développement sont des atouts
Connaissance de l’environnement agricole et rural marocain
Autonome, aimant le travail terrain et connaissant de préférence les zones du projet (Doukkala,Tadla, Chaouia)
Excellentes compétences relationnelles, capacité de résolution des problèmes et bonne capacité de négociation
Capacité d’analyse et de synthèse
Esprit d’équipe
Sensibilité sociale
Maîtrise orale de la darija, maîtrise orale et écrite de l’Arabe et du français. La maîtrise orale et écrite de l’anglais est souhaitable ;
Maîtrise de l’outil informatique
Permis B obligatoire"
PostedPosted 30+ days ago,PMO- H/F/X,Maroc,Société Générale,Permanent,"Vos missions au quotidien
Suivre et piloter un portefeuille projets (indicateurs, capacity planning, reportings, comitologie, budget consommé…)
Produire des Dashboard et des reportings mensuels pour le suivi du budget des projets et les indicateurs KPI afin de les présenter au comité de direction Infra et Production
Organiser les meetings avec les interlocuteurs concernés (responsable de domaine, chefs de projet…) pour produire l’exercice budgétaire annuel et les revues trimestrielles de la direction Infra et Production
Remonter des alertes budgétaires de projets bancaires et InfraSuivre les budgets prévisionnels/engagés et réalisés des projets des différents domaines de la direction Infra et Production
Préparer les reportings budgétaires pour les équipes de contrôle de gestion
Suivre le chantier de transformation des modèles de gestion budgétaire des projets bancaires et Infra pour les différents partenaires
Préparer des présentations gouvernance/finance pour les comités stratégiques
Participer activement à la mise en place et à la conduite du changement de nouveaux outils pour la gestion budgétaire à SG ABS pour SG ABS et pour les partenaires.
Participer activement à la construction d’une boîte à outils/base de connaissances PMO (amélioration du dispositif de partage organisé (sharepoint, nomenclature et Arborescence dédiée), développement de templates, workflows et rituels de remontée des chiffres, formalisation du cadre de suivi financier : Reportings (internes et clients), Gestion des risques, workflows, dashboards de facturation…)
Et si c’était vous ?
De formation bac+5 Ingénieur informatique avec un minimum 3 ans d’expérience dans la fonction
PMO / Directeurs de projets/ suivi budgétaire.
Compétences recherchées:
Métier
Pilotage transverse d’un portefeuille de projets bancaires ou autres
Suivi budgétaire
Expérience bancaire souhaitée.
Comportementales :
Etant énergique et motivé(e)
,Ayant un attrait aux challenges
Ayant des qualités d'autonomie et de rigueur, des qualités rédactionnelles, de l’aisance relationnelle,
Facilité de communication et de présentation
Ayant une facilité de coopération transversale
Langues et outils :
Anglais très souhaité.
OfficeAutres outils de gestion,
reporting et finance
Plus qu’un poste, un tremplin
Quoi de mieux que nous rejoindre pour mettre le pied à l’étrier et démarrer votre carrière chez Société générale African Business Services?Rejoindre notre communauté de spécialistes en informatique passionnés par leurs métiers et par les nouvelles technologies, c’est se donner la chance d’avoir une vraie carrière d’expertise dans un environnement international grâce à la diversité des sujets couverts par notre hub panafricain et notre accompagnement de proximité.
Pourquoi nous choisir ?
Chez SG ABS, vous faites partie d’une équipe qui partage des valeurs fortes : Responsabilité, Engagement, Esprit d’équipe et Innovation.Nous vous offrons des opportunités de carrière au sein d’une entreprise en pleine croissance sur le continent africain avec deux piliers : Casablanca et Abidjan.En nous rejoignant, vous participez à une aventure ambitieuse, un projet panafricain visant l’excellence grâce à notre management de proximité, l’agilité de nos processus et notre politique de formation et de développement des compétences.
Nous sommes un employeur garantissant l'égalité des chances et nous sommes fiers de faire de la diversité une force pour notre entreprise. Le groupe s’engage à reconnaître et à promouvoir tous les talents, quels que soient leurs croyances, âge, handicap, origine ethnique, nationalité, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination.
Référence: 23000WI1
Entité: Societe Generale African Business Services
Date de début: immediat
Date de publication: 20/12/2023"
PostedPosted 30+ days ago,Ingénieur de Production ( Secteur Télécom ),Casablanca,ATOS,Permanent,"Vous vous assurez de :
La surveillance des principaux indicateurs de techniques de l’application.
Que le premier niveau de support dispose de toutes les informations et des outils nécessaires pour détecter, alerter et gérer les problèmes de production.
La documentation est à jour et réaliser les formations nécessaires auprès de ses collègues et des équipes de support niveau 1.
Respect des niveaux de services validés
La génération les rapports de suivi de la qualité de service et si le niveau requis n’est pas atteint, proposer des plans de corrections.
Que les contraintes et règles de productions soient respectées par les chefs de projets déployant des nouvelles applications.
Bon fonctionnement des traitements ou des travaux de nuits qui sont critiques pour le bon fonctionnement des activités métier.

Support de niveaux 2 et 3 pour les incidents :
Le support des applications.
Résoudre les incidents de productions.
Aider le centre de pilotage et les équipes de proximité dans la résolution des incidents.
Mettre à jour la documentation à la suite de la résolution d’un incident.
Assurer la communication à la fin d’un incident auprès des différentes équipes du support.
Profil Recherché

Profil du candidat :
De formation ingénieur d’état informatique ou équivalent avec minimum 4 ans d’expérience dans un poste similaire en production ou autant qu’ingénieur système. Vous maitrisez les processus d’intégration technique et la gestion de l’opérationnel.

Compétences techniques :
AIX, RedHat et Windows.
Scripting shell Unix et Windows.
Outils de stockage et sauvegarde comme TSM.
Ordonnancement de préférence Control-M.
Bases de données et compétence DBA en Oracle, Informix et SQL Server.
Outil de transfert obligatoire: CFT, Gateway, SFTP
Compétences

Avantages sociaux et autres

Amplitude horaire"
PostedPosted 30+ days ago,CONCEPTEUR DÉVELOPPEUR JAVA/J2EE CONFIRMÉ,Rabat,Sofrecom Services Maroc,Permanent,"Offre clôturée
Sofrecom Services Maroc
APERÇU FICHE RECRUTEUR
Type de contrat
CDI
nombre de poste
1
localisation
Rabat
rémunération proposée
A communiquer plus tard
Métier
Informatique / Télécom/multimédia / Web
PARTAGER CETTE ANNONCE SUR

PROFIL DEMANDÉ

Formation :
Ingénieur

Expériences :
De 3 à 5 ans
DESCRIPTION DE L'EMPLOI

En tant que Concepteur Développeur, vous aurez pour principales missions de réaliser les prestations relatives à l’analyse, conception, réalisation, intégration et déploiement autour des applications JAVA/J2EE, ainsi que le support Post MEP dans le contexte métier orienté Telecom."
PostedPosted 30+ days ago,Chargé d'affaires ingénieur d'État,Préfecture de Mohammédia,X à la zone industrielle mohammedia,Permanent,"Offre d'Emploi : Chargé d'Affaires Ingénieur d'État
Description du Poste :En tant que chargé d'affaires ingénieur d'État, vous dirigerez le développement commercial dans les secteurs miniers et pétroliers, avec une spécialisation en électromécanique et hydraulique. Vous collaborerez étroitement avec les clients potentiels, les partenaires, et les équipes internes pour identifier et exploiter les opportunités d'affaires.Responsabilités :• Identifier les opportunités d'affaires dans les secteurs miniers et pétroliers en analysant les appels d'offres.• Gérer l'élaboration, la coordination et la soumission des offres en respectant les exigences techniques et commerciales des clients.
• Établir et entretenir des relations solides avec les clients existants et potentiels, en comprenant leurs besoins et en proposant des solutions adaptées.• Effectuer une veille concurrentielle pour suivre les évolutions du marché, la concurrence, et les tendances technologiques afin de maintenir notre position concurrentielle.• Collaborer étroitement avec les équipes internes, notamment les équipes techniques et le service financier, pour assurer la cohérence entre les engagements pris et la capacité de l'entreprise.Compétences Requises :• Fort esprit d’analyse permettant une évaluation approfondie des besoins des clients et une compréhension des spécificités des projets dans les secteurs miniers et pétroliers.• Créativité pour proposer des solutions novatrices et différenciées lors de la préparation des offres et dans le développement des relations clients.• Bonne connaissance des outils informatiques et logiciels techniques nécessaires à l'élaboration des dossiers d'appels d'offres et aux études préliminaires.• Esprit d'équipe avec des compétences techniques avérées et une maîtrise linguistique pour communiquer efficacement avec les services travaux et tous les intervenants des projets, tant internes qu'externes.Qualifications Requises :• Diplô
Domaine : Commercial / Vente
Fonction : Commercial professionnels (B2B)
Contrat : CDI
Entreprise : X à la zone industrielle mohammedia
Salaire : A discuter
Niveau d'études : Bac plus 5"
PostedPosted 30+ days ago,Ingenieur en informatique,Casablanca,,Permanent,"Casablanca
Publiée le: 5 Jan-17:15
Annonce N°: 9735782
Nous recherchons pour le compte d’un grand organisme basé à Casablanca, un Ingénieur en Informatique, lauréat d'une grande école ou université, ayant 3 à 5 ans d’expérience minimum dans un poste similaire.
Profil recherché :Diplôme Bac+5 en informatiqueType de contrat : CDIRémunération attractivePoste basé à CasablancaNous vous encourageons à postuler si vous correspondez à ce profil et que vous êtes prêt à relever ce défi professionnelMerci d'envoyer votre cv via ce site
Domaine : Informatique / Multimédia / Internet
Fonction : Informatique - Systèmes/Réseaux
Contrat : CDI
Entreprise : RH Impact
Salaire : A discuter
Niveau d'études : Bac plus 5
Annonceur :
RH Impact"
PostedPosted 30+ days ago,Développeur & intégrateur erp odoo,Casablanca,Bibancom,,"Entreprise
Entreprise de Menuiserie Industrielle, opérant spécialement dans le secteur immobilier et hôtelier, chaque année nous fabriquons et nous livrons prés de 100 000 portes à nos clients professionnels.
Poste
Entreprise de Menuiserie Industrielle recherche un(e) un Développeur et Intégrateur d’ERP Odoo pour son Industrie avec :
Diplôme Bac+4/Bac+5 en Informatique Industriel / Développement Full Stack
Expérience démontrée en Développement et Intégration d’ERP (Odoo)
Maitrise des Ecosystèmes ERP
Excellent niveau en Français, Arabe
Motorisé(e) et qui ne compte pas son temps !
Prendre contact par email : recrutement@bibancom.com
Profil
Ingénieur en programmation ERP"
PostedPosted 30+ days ago,Ingénieur Devops Sénior (REF03),Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'une filiale d'une banque internationale, basée sur Casablanca, un Ingénieur Devops Sénior.
Missions:
Assurer les projets d’intégration et de maintien de la toolchaines
Participer à l’automatisation des services Infra
Contribuer au projet Go To Cloud via la mise en place des solutions de containérisation
Compétences Techniques :

Parfaite maitrise de Ansible
Parfaite maitrise du MCO applicatif
Parfaite maitrise en administration des applications suivantes : Gitlab, Sonar, Dendency check / track,Jenkins, Nexus, Ansible awx, Stack ELK, techno tests Fonctionnels, tests de sécu et tests de performances, techno de Build, tehno de scripting, techno Infra as Code et argilisation de l’infra
Une bonne connaissance de l’organisation et briques infrastructures (Segmentation Réseau, Firewall, Virtualisation, system, DNS, LDAP, SMTP.)
Des bonnes connaissances dans le volet d’automatisation (AWX, Terraform.. )
Des bonnes connaissances dans l’administration des serveurs Linux RedHat 7/8 est un atout.
Des connaissances ou expérience autour des technologies cloud seront considérés comme un atout.
Profil recherché:

De formation Bac +5 en informatique
Au moins 8 ans dans l’infrastructure et production dont au moins 4 ans en tant qu’ingénieur Devops (Infra, plateforme,Software Factory, Usine de développement et de déploiement continue)
Type de contrat: Freelance

Durée: 3 mois renouvelables (un projet minimum 1 an)"
PostedPosted 30+ days ago,Chef de Projet Sénior INFRA - Freelance (REF X),Casablanca,Trusted Advisors,Freelance contract,"Nous recherchons pour le compte d'une multinationale spécialisée en intégration et infogérance, un Chef de Projet Sénior INFRA pour une mission en Freelance de longue durée.
Profil recherché: Ingénieur en Informatique de formation (ou équivalent), vous justifiez une expérience minimale de 5 ans dans la fonction chef de projet INFRA
Compétences techniques :
Ayant piloté des projets Infra en mode RUN (activité de résolution d’incidents) et en mode Build
Expérience sur du pilotage Agile
Expérience sur les pratiques ITIL
Une expérience sur des projets de migrations vers le Cloud (pour de l’infra) serait un plus
Aptitudes:
Autonomie et rigueur.
Anticipation et prise d’initiative.
Bonne capacité d’analyse et d’adaptation.
Travail en équipe.
Point d’attention : L’anglais est obligatoire (minimum B2)
Type de contrat: Freelance
Durée de la Mission : 3 mois renouvelables ( visibilité du projet sur 1 année minimum )"
PostedPosted 30+ days ago,Consultant Technico - Fonctionnel PPM (Project &...,Casablanca,Trusted Advisors,,"Nous recherchons pour le compte d'une entreprise de conseil dédiée au Management de Projets, un Consultant Technico - Fonctionnel PPM (Project & Portfolio Management).
Votre mission:
Le Consultant PPM conseille, analyse et met en oeuvre la solution retenue par le client dans le cadre de projets.
Activités Principales :
Appréhender les besoins fonctionnels et les contraintes techniques du client
Recommander et définir l’architecture technique en cohérence avec la stratégie du client
Rédiger les spécifications techniques et les cahiers de recette associés
Être support du client durant les phases de développement, de test et de mise en place opérationnelle
Assurer une veille technologique sur son domaine de compétence
Profil:
De formation Ingénieur en Informatique
Maitrise des concepts de Management de projets
Une première expérience en Business Analyse ou en mise en oeuvre d'une solution PPM : Planisware, Sciforma, Orchestra, ... serait un atout
Compétences requises :
Architecture fonctionnelle & technique SI
Assistance à Maîtrise d’Ouvrage en cadrage projet
Gestion des contrôles, tests et diagnostics
Mise en exploitation / production et maintenance
Maîtrise des logiciels de bureautique (traitement de texte, tableur, présentation…)
Anglais courant
Qualités personnelles
Capacité d'écoute, de synthèse, de communication et d’analyse
Orientation Client
Rigueur et organisation
Engagement de résultat
Relationnel et esprit d’équipe
Type de Contrat: CDI

Date de démarrage: ASAP"
